school_year,division_number,division_name,behavior_category_code,behavior_category,behavior_code,behavior,number_of_events,region_name,region_number,GEOID
2021-2022,284,Northwestern Regional Education Program,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",1,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,6,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,5,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",3,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,1,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,2,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,4,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",1,NA,NA,NA
2021-2022,284,Northwestern Regional Education Program,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",1,NA,NA,NA
2021-2022,119,Norton City,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",3,Southwest,7,51720
2021-2022,119,Norton City,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",1,Southwest,7,51720
2021-2022,119,Norton City,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,3,Southwest,7,51720
2021-2022,119,Norton City,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",1,Southwest,7,51720
2021-2022,119,Norton City,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",6,Southwest,7,51720
2021-2022,119,Norton City,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",1,Southwest,7,51720
2021-2022,119,Norton City,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,5,Southwest,7,51720
2021-2022,119,Norton City,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",1,Southwest,7,51720
2021-2022,119,Norton City,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",1,Southwest,7,51720
2021-2022,119,Norton City,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,3,Southwest,7,51720
2021-2022,119,Norton City,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",14,Southwest,7,51720
2021-2022,119,Norton City,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,7,Southwest,7,51720
2021-2022,119,Norton City,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating, or instigating violence, injury or harm to another student(s) or other(s)",1,Southwest,7,51720
2021-2022,67,Nottoway County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",179,Southside,8,51135
2021-2022,67,Nottoway County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,6,Southside,8,51135
2021-2022,67,Nottoway County,BAP,Behaviors that Impede Academic Progress,BAP5,Unexcused tardiness to school,1,Southside,8,51135
2021-2022,67,Nottoway County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",4,Southside,8,51135
2021-2022,67,Nottoway County,BAP,Behaviors that Impede Academic Progress,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",8,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,82,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",8,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,10,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",11,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO11,Unauthorized use of school electronic or other equipment,2,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO4,Failure to be in ones assigned place ,58,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",3,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO7,Dress Code Violation,14,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",5,Southside,8,51135
2021-2022,67,Nottoway County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,6,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",4,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",2,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",24,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",83,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",15,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,32,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,37,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,7,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",15,Southside,8,51135
2021-2022,67,Nottoway County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),14,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,1,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,7,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,1,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",3,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",1,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",25,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",8,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,42,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,17,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC12,Fire Related: Possessing items that could be used to set or cause a fire or produce large amounts of smoke,2,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,31,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,10,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,1,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",69,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,1,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,2,Southside,8,51135
2021-2022,67,Nottoway County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,86,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,2,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,1,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,2,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,2,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO17,Bomb threat - Making a bomb threat,2,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",1,Southside,8,51135
2021-2022,67,Nottoway County,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,2,Southside,8,51135
